"","X","date","age_group","n.first_dose","n.second_dose","first_dose","second_dose","Poblacion","n.first_dose_perc","n.second_dose_perc","first_dose_perc","second_dose_perc","Country"
"1073",1073,"2021-07-02","Menos de 49",294741,260720,7906758,3600290,22744226,0.0129589373584311,0.0114631291475911,0.347638033494743,0.158294681032452,"Spain"
"1074",1074,"2021-07-02","Total",320959,475836,25948237,18466362,41965591,0.00764814678768613,0.0113387179510947,0.618321734108308,0.440035790273989,"Spain"
"1075",1075,"2021-07-03","50-59",0,0,6192629,5448081,7035203,0,0,0.880234585981385,0.774402813962866,"Spain"
"1076",1076,"2021-07-03","60-69",0,0,5030719,2712375,5350604,0,0,0.940215160755683,0.506928750473778,"Spain"
"1077",1077,"2021-07-03","70-79",0,0,3900545,3834455,3984504,0,0,0.978928619471834,0.96234186237484,"Spain"
"1078",1078,"2021-07-03","Mas de 80",0,0,2917586,2871161,2851054,0,0,1,1,"Spain"
"1079",1079,"2021-07-03","Menos de 49",0,0,7906758,3600290,22744226,0,0,0.347638033494743,0.158294681032452,"Spain"
"1080",1080,"2021-07-03","Total",0,0,25948237,18466362,41965591,0,0,0.618321734108308,0.440035790273989,"Spain"
"1081",1081,"2021-07-04","50-59",0,0,6192629,5448081,7035203,0,0,0.880234585981385,0.774402813962866,"Spain"
"1082",1082,"2021-07-04","60-69",0,0,5030719,2712375,5350604,0,0,0.940215160755683,0.506928750473778,"Spain"
"1083",1083,"2021-07-04","70-79",0,0,3900545,3834455,3984504,0,0,0.978928619471834,0.96234186237484,"Spain"
"1084",1084,"2021-07-04","Mas de 80",0,0,2917586,2871161,2851054,0,0,1,1,"Spain"
"1085",1085,"2021-07-04","Menos de 49",0,0,7906758,3600290,22744226,0,0,0.347638033494743,0.158294681032452,"Spain"
"1086",1086,"2021-07-04","Total",0,0,25948237,18466362,41965591,0,0,0.618321734108308,0.440035790273989,"Spain"
"1087",1087,"2021-07-05","50-59",29665,114709,6222294,5562790,7035203,0.00421665160195093,0.0163050021442167,0.884451237583336,0.790707816107083,"Spain"
"1088",1088,"2021-07-05","60-69",10157,186265,5040876,2898640,5350604,0.00189829036123772,0.0348119576780491,0.942113451116921,0.541740708151827,"Spain"
"1089",1089,"2021-07-05","70-79",1444,7335,3901989,3841790,3984504,0.000362403952913587,0.00184088157522241,0.979291023424747,0.964182743950063,"Spain"
"1090",1090,"2021-07-05","Mas de 80",1338,2324,2918924,2873485,2851054,0.000469300125497448,0.000815137138756404,1,1,"Spain"
"1091",1091,"2021-07-05","Menos de 49",514835,358453,8421593,3958743,22744226,0.0226358549198377,0.0157601757914294,0.37027388841458,0.174054856823881,"Spain"
"1092",1092,"2021-07-05","Total",557439,669086,26505676,19135448,41965591,0.0132832395950292,0.0159436810981644,0.631604973703337,0.455979471372153,"Spain"
"1093",1093,"2021-07-06","50-59",9592,37190,6231886,5599980,7035203,0.00136342902969538,0.00528627247856245,0.885814666613032,0.795994088585646,"Spain"
"1094",1094,"2021-07-06","60-69",4760,173003,5045636,3071643,5350604,0.000889619190655859,0.0323333590002175,0.943003070307576,0.574074067152045,"Spain"
"1095",1095,"2021-07-06","70-79",594,1283,3902583,3843073,3984504,0.00014907752633703,0.000321997417997322,0.979440100951084,0.96450474136806,"Spain"
"1096",1096,"2021-07-06","Mas de 80",247,372,2919171,2873857,2851054,8.66346270537142e-05,0.000130478061797497,1,1,"Spain"
"1097",1097,"2021-07-06","Menos de 49",206660,182932,8628253,4141675,22744226,0.00908626215726136,0.00804300836616731,0.379360150571842,0.182097865190049,"Spain"
"1098",1098,"2021-07-06","Total",221853,394780,26727529,19530228,41965591,0.0052865453509281,0.00940723079534374,0.636891519054265,0.465386702167497,"Spain"
"1099",1099,"2021-07-07","50-59",11767,53570,6243653,5653550,7035203,0.00167258855217113,0.00761456350300055,0.887487255165203,0.803608652088646,"Spain"
"1100",1100,"2021-07-07","60-69",5102,99418,5050738,3171061,5350604,0.000953537208135754,0.0185807060287026,0.943956607515712,0.592654773180747,"Spain"
"1101",1101,"2021-07-07","70-79",728,1576,3903311,3844649,3984504,0.000182707810056158,0.000395532292099594,0.979622808761141,0.96490027366016,"Spain"
"1102",1102,"2021-07-07","Mas de 80",361,493,2919532,2874350,2851054,0.000126619839540044,0.000172918506629478,1,1,"Spain"
"1103",1103,"2021-07-07","Menos de 49",250886,296795,8879139,4438470,22744226,0.0110307556739895,0.0130492459932468,0.390390906245831,0.195147111183295,"Spain"
"1104",1104,"2021-07-07","Total",268844,451852,26996373,19982080,41965591,0.00640629605335476,0.0107672021108913,0.64329781510762,0.476153904278388,"Spain"
"1105",1105,"2021-07-08","50-59",10337,70669,6253990,5724219,7035203,0.00146932505003765,0.0100450548477421,0.88895658021524,0.813653706936388,"Spain"
"1106",1106,"2021-07-08","60-69",5950,152970,5056688,3324031,5350604,0.00111202398831982,0.0285892957131569,0.945068631504032,0.621244068893904,"Spain"
"1107",1107,"2021-07-08","70-79",807,1670,3904118,3846319,3984504,0.000202534619114449,0.000419123685156296,0.979825343380255,0.965319397345316,"Spain"
"1108",1108,"2021-07-08","Mas de 80",336,473,2919868,2874823,2851054,0.000117851152591287,0.000165903557070473,1,1,"Spain"
"1109",1109,"2021-07-08","Menos de 49",263324,320643,9142463,4759113,22744226,0.0115776197440177,0.0140977758486923,0.401968525989849,0.209244887031988,"Spain"
"1110",1110,"2021-07-08","Total",280754,546425,27277127,20528505,41965591,0.00669009999168128,0.0130207864819538,0.649987915099301,0.489174690760342,"Spain"
"1111",1111,"2021-07-09","50-59",10054,35350,6264044,5759569,7035203,0.0014290987765385,0.00502473062966342,0.890385678991779,0.818678437566052,"Spain"
"1112",1112,"2021-07-09","60-69",6218,150854,5062906,3474885,5350604,0.0011621117914912,0.0281938263418485,0.946230743295523,0.649437895235753,"Spain"
"1113",1113,"2021-07-09","70-79",870,1936,3904988,3848255,3984504,0.000218345871907771,0.00048588230806143,0.980043689252163,0.965805279653377,"Spain"
"1114",1114,"2021-07-09","Mas de 80",419,633,2920287,2875456,2851054,0.000146963193261159,0.000222023153542514,1,1,"Spain"
"1115",1115,"2021-07-09","Menos de 49",240035,282068,9382498,5041181,22744226,0.0105536675550093,0.0124017409957147,0.412522193544858,0.221646628027702,"Spain"
"1116",1116,"2021-07-09","Total",257596,470841,27534723,20999346,41965591,0.00613826694350617,0.0112196918661291,0.656126182042807,0.500394382626471,"Spain"
"1117",1117,"2021-07-10","50-59",0,0,6264044,5759569,7035203,0,0,0.890385678991779,0.818678437566052,"Spain"
"1118",1118,"2021-07-10","60-69",0,0,5062906,3474885,5350604,0,0,0.946230743295523,0.649437895235753,"Spain"
"1119",1119,"2021-07-10","70-79",0,0,3904988,3848255,3984504,0,0,0.980043689252163,0.965805279653377,"Spain"
"1120",1120,"2021-07-10","Mas de 80",0,0,2920287,2875456,2851054,0,0,1,1,"Spain"
"1121",1121,"2021-07-10","Menos de 49",0,0,9382498,5041181,22744226,0,0,0.412522193544858,0.221646628027702,"Spain"
"1122",1122,"2021-07-10","Total",0,0,27534723,20999346,41965591,0,0,0.656126182042807,0.500394382626471,"Spain"
"1123",1123,"2021-07-11","50-59",0,0,6264044,5759569,7035203,0,0,0.890385678991779,0.818678437566052,"Spain"
"1124",1124,"2021-07-11","60-69",0,0,5062906,3474885,5350604,0,0,0.946230743295523,0.649437895235753,"Spain"
"1125",1125,"2021-07-11","70-79",0,0,3904988,3848255,3984504,0,0,0.980043689252163,0.965805279653377,"Spain"
"1126",1126,"2021-07-11","Mas de 80",0,0,2920287,2875456,2851054,0,0,1,1,"Spain"
"1127",1127,"2021-07-11","Menos de 49",0,0,9382498,5041181,22744226,0,0,0.412522193544858,0.221646628027702,"Spain"
"1128",1128,"2021-07-11","Total",0,0,27534723,20999346,41965591,0,0,0.656126182042807,0.500394382626471,"Spain"
"1129",1129,"2021-07-12","50-59",55596,89284,6319640,5848853,7035203,0.00790254382140785,0.012691033933207,0.898288222813187,0.831369471499259,"Spain"
"1130",1130,"2021-07-12","60-69",12815,260918,5075721,3735803,5350604,0.00239505670761656,0.0487642142830978,0.94862580000314,0.698202109518851,"Spain"
"1131",1131,"2021-07-12","70-79",1908,8028,3906896,3856283,3984504,0.000478855084597732,0.00201480535594895,0.980522544336761,0.967820085009326,"Spain"
"1132",1132,"2021-07-12","Mas de 80",566,1177,2920853,2876633,2851054,0.000198523072519847,0.000412829781547456,1,1,"Spain"
"1133",1133,"2021-07-12","Menos de 49",388724,431243,9771222,5472424,22744226,0.0170911069912865,0.0189605484926152,0.429613300536145,0.240607176520318,"Spain"
"1134",1134,"2021-07-12","Total",459609,790650,27994332,21789996,41965591,0.0109520440210171,0.0188404352508702,0.667078226063824,0.519234817877341,"Spain"
"1135",1135,"2021-07-13","50-59",6149,20689,6325789,5869542,7035203,0.000874033059173985,0.00294078223471306,0.899162255872361,0.834310253733972,"Spain"
"1136",1136,"2021-07-13","60-69",4280,115184,5080001,3850987,5350604,0.000799909692438461,0.0215272892555682,0.949425709695578,0.719729398774419,"Spain"
"1137",1137,"2021-07-13","70-79",476,1197,3907372,3857480,3984504,0.000119462798882872,0.000300413803073105,0.980642007135644,0.968120498812399,"Spain"
"1138",1138,"2021-07-13","Mas de 80",181,553,2921034,2877186,2851054,6.3485293508997e-05,0.000193963355306494,1,1,"Spain"
"1139",1139,"2021-07-13","Menos de 49",210831,212245,9982053,5684669,22744226,0.0092696493606773,0.00933181898561859,0.438882949896822,0.249938995505936,"Spain"
"1140",1140,"2021-07-13","Total",221917,349868,28216249,22139864,41965591,0.0052880704098746,0.00833702067963251,0.672366296473699,0.527571838556974,"Spain"
"1141",1141,"2021-07-14","50-59",7895,26344,6333684,5895886,7035203,0.0011222135310097,0.00374459699315002,0.90028446940337,0.838054850727122,"Spain"
"1142",1142,"2021-07-14","60-69",4304,74882,5084305,3925869,5350604,0.000804395167349331,0.0139950555114899,0.950230104862928,0.733724454285909,"Spain"
"1143",1143,"2021-07-14","70-79",651,1335,3908023,3858815,3984504,0.000163382945530987,0.000335047975858476,0.980805390081175,0.968455546788258,"Spain"
"1144",1144,"2021-07-14","Mas de 80",279,424,2921313,2877610,2851054,9.78585463481225e-05,0.00014871693065091,1,1,"Spain"
"1145",1145,"2021-07-14","Menos de 49",246522,268885,10228575,5953554,22744226,0.0108388828004083,0.0118221213595046,0.44972183269723,0.261761116865441,"Spain"
"1146",1146,"2021-07-14","Total",259651,371870,28475900,22511734,41965591,0.00618723563311666,0.00886130735058634,0.678553532106816,0.53643314590756,"Spain"
"1147",1147,"2021-07-15","50-59",12795,28453,6346479,5924339,7035203,0.00181871084601255,0.00404437512321961,0.902103180249383,0.842099225850341,"Spain"
"1148",1148,"2021-07-15","60-69",9955,98745,5094260,4024614,5350604,0.00186053761407123,0.0184549258364102,0.952090642476999,0.752179380122319,"Spain"
"1149",1149,"2021-07-15","70-79",2908,3519,3910931,3862334,3984504,0.000729827351158388,0.000883171406026948,0.981535217432333,0.969338718194285,"Spain"
"1150",1150,"2021-07-15","Mas de 80",1076,1622,2922389,2879232,2851054,0.00037740428627448,0.000568912409235321,1,1,"Spain"
"1151",1151,"2021-07-15","Menos de 49",257245,305082,10485820,6258636,22744226,0.0113103431174136,0.0134136022039176,0.461032175814644,0.275174719069359,"Spain"
"1152",1152,"2021-07-15","Total",283979,437421,28759879,22949155,41965591,0.00676694866515761,0.0104233251475,0.685320480771973,0.54685647105506,"Spain"
"1153",1153,"2021-07-16","50-59",11564,19888,6358043,5944227,7035203,0.00164373366340673,0.00282692624505647,0.90374691391279,0.844926152095398,"Spain"
"1154",1154,"2021-07-16","60-69",9820,139158,5104080,4163772,5350604,0.00183530681769759,0.0260079049019513,0.953925949294696,0.77818728502427,"Spain"
"1155",1155,"2021-07-16","70-79",823,1209,3911754,3863543,3984504,0.00020655017537942,0.000303425470271833,0.981741767607712,0.969642143664556,"Spain"
"1156",1156,"2021-07-16","Mas de 80",336,407,2922725,2879639,2851054,0.000117851152591287,0.000142754223525756,1,1,"Spain"
"1157",1157,"2021-07-16","Menos de 49",250954,262979,10736774,6521615,22744226,0.0110337454437887,0.0115624510590072,0.472065921258433,0.286737170128366,"Spain"
"1158",1158,"2021-07-16","Total",273497,423641,29033376,23372796,41965591,0.00651717260457502,0.0100949608930802,0.691837653376548,0.556951431948141,"Spain"
"1159",1159,"2021-07-17","50-59",0,0,6358043,5944227,7035203,0,0,0.90374691391279,0.844926152095398,"Spain"
"1160",1160,"2021-07-17","60-69",0,0,5104080,4163772,5350604,0,0,0.953925949294696,0.77818728502427,"Spain"
"1161",1161,"2021-07-17","70-79",0,0,3911754,3863543,3984504,0,0,0.981741767607712,0.969642143664556,"Spain"
"1162",1162,"2021-07-17","Mas de 80",0,0,2922725,2879639,2851054,0,0,1,1,"Spain"
"1163",1163,"2021-07-17","Menos de 49",0,0,10736774,6521615,22744226,0,0,0.472065921258433,0.286737170128366,"Spain"
"1164",1164,"2021-07-17","Total",0,0,29033376,23372796,41965591,0,0,0.691837653376548,0.556951431948141,"Spain"
"1165",1165,"2021-07-18","50-59",0,0,6358043,5944227,7035203,0,0,0.90374691391279,0.844926152095398,"Spain"
"1166",1166,"2021-07-18","60-69",0,0,5104080,4163772,5350604,0,0,0.953925949294696,0.77818728502427,"Spain"
"1167",1167,"2021-07-18","70-79",0,0,3911754,3863543,3984504,0,0,0.981741767607712,0.969642143664556,"Spain"
"1168",1168,"2021-07-18","Mas de 80",0,0,2922725,2879639,2851054,0,0,1,1,"Spain"
"1169",1169,"2021-07-18","Menos de 49",0,0,10736774,6521615,22744226,0,0,0.472065921258433,0.286737170128366,"Spain"
"1170",1170,"2021-07-18","Total",0,0,29033376,23372796,41965591,0,0,0.691837653376548,0.556951431948141,"Spain"
"1171",1171,"2021-07-19","50-59",21935,66937,6379978,6011164,7035203,0.00311789155195664,0.00951457974986649,0.906864805464746,0.854440731845264,"Spain"
"1172",1172,"2021-07-19","60-69",10245,168596,5114325,4332368,5350604,0.00191473710257758,0.0315097136697091,0.955840686397274,0.809696998693979,"Spain"
"1173",1173,"2021-07-19","70-79",1367,3027,3913121,3866570,3984504,0.000343079088388417,0.000759693050879106,0.982084846696101,0.970401836715436,"Spain"
"1174",1174,"2021-07-19","Mas de 80",689,1113,2923414,2880752,2851054,0.000241665012307729,0.000390381942958639,1,1,"Spain"
"1175",1175,"2021-07-19","Menos de 49",417184,428548,11153958,6950163,22744226,0.0183424135866395,0.0188420568807222,0.490408334845072,0.305579227009088,"Spain"
"1176",1176,"2021-07-19","Total",451420,668221,29484796,24041017,41965591,0.0107569079630024,0.0159230689733406,0.702594561339551,0.572874500921481,"Spain"
"1177",1177,"2021-07-20","50-59",7058,36268,6387036,6047432,7035203,0.00100324041822247,0.00515521726949457,0.907868045882969,0.859595949114759,"Spain"
"1178",1178,"2021-07-20","60-69",2807,56824,5117132,4389192,5350604,0.000524613669783823,0.0106201094306362,0.956365300067058,0.820317108124615,"Spain"
"1179",1179,"2021-07-20","70-79",351,1362,3913472,3867932,3984504,8.80912655627902e-05,0.000341824227055613,0.982172937961663,0.970743660942491,"Spain"
"1180",1180,"2021-07-20","Mas de 80",54,436,2923468,2881188,2851054,1.8940363809314e-05,0.000152925900386313,1,1,"Spain"
"1181",1181,"2021-07-20","Menos de 49",202625,208101,11356583,7158264,22744226,0.00890885449344374,0.00914961889668173,0.499317189338516,0.31472884590577,"Spain"
"1182",1182,"2021-07-20","Total",212895,302991,29697691,24344008,41965591,0.00507308475650921,0.00721998648845431,0.70766764609606,0.580094487409935,"Spain"
"1183",1183,"2021-07-21","50-59",7288,18423,6394324,6065855,7035203,0.00103593314933485,0.00261868776210153,0.908903979032304,0.862214636876861,"Spain"
"1184",1184,"2021-07-21","60-69",3945,53449,5121077,4442641,5350604,0.000737299938474236,0.00998933952129517,0.957102600005532,0.830306447645911,"Spain"
"1185",1185,"2021-07-21","70-79",623,1256,3914095,3869188,3984504,0.000156355722067289,0.000315221166800184,0.982329293683731,0.971058882109291,"Spain"
"1186",1186,"2021-07-21","Mas de 80",280,441,2923748,2881629,2851054,9.82092938260727e-05,0.000154679637776065,1,1,"Spain"
"1187",1187,"2021-07-21","Menos de 49",246652,282873,11603235,7441137,22744226,0.0108445985367891,0.0124371345940724,0.510161787875305,0.327165980499842,"Spain"
"1188",1188,"2021-07-21","Total",258788,356442,29956479,24700450,41965591,0.00616667116638486,0.00849367282829402,0.713834317262445,0.588588160238229,"Spain"
"1189",1189,"2021-07-22","50-59",7864,17999,6402188,6083854,7035203,0.00111780711942498,0.00255841942300741,0.910021786151729,0.864773056299868,"Spain"
"1190",1190,"2021-07-22","60-69",5020,59902,5126097,4502543,5350604,0.000938211835523616,0.0111953715879553,0.958040811841056,0.841501819233866,"Spain"
"1191",1191,"2021-07-22","70-79",681,4745,3914776,3873933,3984504,0.000170912113527807,0.00119086340483031,0.982500205797259,0.972249745514122,"Spain"
"1192",1192,"2021-07-22","Mas de 80",319,632,2924067,2882261,2851054,0.000111888445466133,0.000221672406064564,1,1,"Spain"
"1193",1193,"2021-07-22","Menos de 49",246948,277230,11850183,7718367,22744226,0.010857612828856,0.0121890276679453,0.521019400704161,0.339355008167787,"Spain"
"1194",1194,"2021-07-22","Total",260832,360508,30217311,25060958,41965591,0.00621537773648892,0.00859056172948928,0.720049694998934,0.597178721967719,"Spain"
"1195",1195,"2021-07-23","50-59",12714,26122,6414902,6109976,7035203,0.00180719731896862,0.00371304140051112,0.911828983470697,0.868486097700379,"Spain"
"1196",1196,"2021-07-23","60-69",6155,56020,5132252,4558563,5350604,0.00115033741985017,0.0104698460211221,0.959191149260906,0.851971665254988,"Spain"
"1197",1197,"2021-07-23","70-79",625,2685,3915401,3876618,3984504,0.00015685766660041,0.000673860535715361,0.982657063463859,0.972923606049837,"Spain"
"1198",1198,"2021-07-23","Mas de 80",342,862,2924409,2883123,2851054,0.000119955637458989,0.000302344325993124,1,1,"Spain"
"1199",1199,"2021-07-23","Menos de 49",262856,252331,12113039,7970698,22744226,0.011557043093047,0.0110942882822216,0.532576443797208,0.350449296450009,"Spain"
"1200",1200,"2021-07-23","Total",282692,338020,30500003,25398978,41965591,0.00673628068290519,0.00805469414216042,0.726785975681839,0.605233416109879,"Spain"
"1201",1201,"2021-07-24","50-59",0,0,6414902,6109976,7035203,0,0,0.911828983470697,0.868486097700379,"Spain"
"1202",1202,"2021-07-24","60-69",0,0,5132252,4558563,5350604,0,0,0.959191149260906,0.851971665254988,"Spain"
"1203",1203,"2021-07-24","70-79",0,0,3915401,3876618,3984504,0,0,0.982657063463859,0.972923606049837,"Spain"
"1204",1204,"2021-07-24","Mas de 80",0,0,2924409,2883123,2851054,0,0,1,1,"Spain"
"1205",1205,"2021-07-24","Menos de 49",0,0,12113039,7970698,22744226,0,0,0.532576443797208,0.350449296450009,"Spain"
"1206",1206,"2021-07-24","Total",0,0,30500003,25398978,41965591,0,0,0.726785975681839,0.605233416109879,"Spain"
"1207",1207,"2021-07-25","50-59",0,0,6414902,6109976,7035203,0,0,0.911828983470697,0.868486097700379,"Spain"
"1208",1208,"2021-07-25","60-69",0,0,5132252,4558563,5350604,0,0,0.959191149260906,0.851971665254988,"Spain"
"1209",1209,"2021-07-25","70-79",0,0,3915401,3876618,3984504,0,0,0.982657063463859,0.972923606049837,"Spain"
"1210",1210,"2021-07-25","Mas de 80",0,0,2924409,2883123,2851054,0,0,1,1,"Spain"
"1211",1211,"2021-07-25","Menos de 49",0,0,12113039,7970698,22744226,0,0,0.532576443797208,0.350449296450009,"Spain"
"1212",1212,"2021-07-25","Total",0,0,30500003,25398978,41965591,0,0,0.726785975681839,0.605233416109879,"Spain"
"1213",1213,"2021-07-26","50-59",12908,24423,6427810,6134399,7035203,0.00183477292695037,0.00347154161720707,0.913663756397648,0.871957639317586,"Spain"
"1214",1214,"2021-07-26","60-69",6475,113368,5138727,4671931,5350604,0.0012101437519951,0.0211878883206457,0.960401293012901,0.873159553575634,"Spain"
"1215",1215,"2021-07-26","70-79",943,1746,3916344,3878364,3984504,0.000236666847366699,0.000438197577414905,0.982893730311226,0.973361803627252,"Spain"
"1216",1216,"2021-07-26","Mas de 80",358,572,2924767,2883695,2851054,0.000125567597106193,0.000200627557387549,1,1,"Spain"
"1217",1217,"2021-07-26","Menos de 49",307245,405231,12420284,8375929,22744226,0.0135087032638525,0.0178168736100318,0.546085147061061,0.368266170060041,"Spain"
"1218",1218,"2021-07-26","Total",327929,545340,30827932,25944318,41965591,0.00781423523857915,0.0129949319670013,0.734600210920418,0.61822834807688,"Spain"
"1219",1219,"2021-07-27","50-59",4365,9503,6432175,6143902,7035203,0.000620451179589274,0.00135077836417798,0.914284207577237,0.873308417681764,"Spain"
"1220",1220,"2021-07-27","60-69",2565,29659,5141292,4701590,5350604,0.000479385131099218,0.0055431125158954,0.960880678144,0.878702666091529,"Spain"
"1221",1221,"2021-07-27","70-79",327,629,3916671,3878993,3984504,8.20679311653345e-05,0.000157861555666653,0.982975798242391,0.973519665182919,"Spain"
"1222",1222,"2021-07-27","Mas de 80",158,224,2924925,2883919,2851054,5.54181015161411e-05,7.85674350608582e-05,1,1,"Spain"
"1223",1223,"2021-07-27","Menos de 49",160881,166831,12581165,8542760,22744226,0.00707348757438481,0.00733509243181104,0.553158634635445,0.375601262491852,"Spain"
"1224",1224,"2021-07-27","Total",168296,206846,30996228,26151164,41965591,0.00401033313220824,0.00492894285701826,0.738610544052626,0.623157290933899,"Spain"
"1225",1225,"2021-07-28","50-59",6030,9499,6438205,6153401,7035203,0.000857118124381059,0.00135020979494124,0.915141325701618,0.874658627476705,"Spain"
"1226",1226,"2021-07-28","60-69",3844,51240,5145136,4752830,5350604,0.000718423564890992,0.00957648893470718,0.961599101708891,0.888279155026236,"Spain"
"1227",1227,"2021-07-28","70-79",554,877,3917225,3879870,3984504,0.000139038635674603,0.000220102677773695,0.983114836878066,0.973739767860692,"Spain"
"1228",1228,"2021-07-28","Mas de 80",276,346,2925201,2884265,2851054,9.68063039142717e-05,0.00012135862737079,1,1,"Spain"
"1229",1229,"2021-07-28","Menos de 49",308208,206971,12889373,8749731,22744226,0.013551043680273,0.00909993595737221,0.566709678315719,0.384701198449224,"Spain"
"1230",1230,"2021-07-28","Total",318912,268933,31315140,26420097,41965591,0.00759936873044395,0.00640841683845225,0.74620991278307,0.629565707772351,"Spain"
"1231",1231,"2021-07-29","50-59",6191,10152,6444396,6163553,7035203,0.000880003036159724,0.00144302872283856,0.916021328737778,0.876101656199544,"Spain"
"1232",1232,"2021-07-29","60-69",3553,25873,5148689,4778703,5350604,0.000664037181596695,0.00483552884870568,0.962263138890488,0.893114683874942,"Spain"
"1233",1233,"2021-07-29","70-79",692,997,3917917,3880867,3984504,0.000173672808459974,0.000250219349760974,0.983288509686526,0.973989987210453,"Spain"
"1234",1234,"2021-07-29","Mas de 80",321,354,2925522,2884619,2851054,0.000112589940422033,0.000124164607194392,1,1,"Spain"
"1235",1235,"2021-07-29","Menos de 49",266547,237414,13155920,8987145,22744226,0.0117193260390571,0.010438429516133,0.578429004354776,0.395139627965357,"Spain"
"1236",1236,"2021-07-29","Total",277304,274790,31592444,26694887,41965591,0.00660788978284614,0.00654798356110367,0.752817802565916,0.636113691333455,"Spain"
"1237",1237,"2021-07-30","50-59",6627,9639,6451023,6173192,7035203,0.000941977082964059,0.00137010971822704,0.916963305820742,0.877471765917771,"Spain"
"1238",1238,"2021-07-30","60-69",4150,28979,5152839,4807682,5350604,0.000775613370004583,0.00541602406008742,0.963038752260493,0.898530707935029,"Spain"
"1239",1239,"2021-07-30","70-79",681,904,3918598,3881771,3984504,0.000170912113527807,0.000226878928970833,0.983459421800053,0.974216866139424,"Spain"
"1240",1240,"2021-07-30","Mas de 80",283,323,2925805,2884942,2851054,9.92615362599235e-05,0.000113291435377934,1,1,"Spain"
"1241",1241,"2021-07-30","Menos de 49",247433,199115,13403353,9186260,22744226,0.0108789369222765,0.00875452961116373,0.589307941277052,0.403894157576521,"Spain"
"1242",1242,"2021-07-30","Total",259174,238960,31851618,26933847,41965591,0.00617586917815598,0.00569418884152019,0.758993671744072,0.641807880174975,"Spain"
"1243",1243,"2021-07-31","50-59",0,0,6451023,6173192,7035203,0,0,0.916963305820742,0.877471765917771,"Spain"
"1244",1244,"2021-07-31","60-69",0,0,5152839,4807682,5350604,0,0,0.963038752260493,0.898530707935029,"Spain"
"1245",1245,"2021-07-31","70-79",0,0,3918598,3881771,3984504,0,0,0.983459421800053,0.974216866139424,"Spain"
"1246",1246,"2021-07-31","Mas de 80",0,0,2925805,2884942,2851054,0,0,1,1,"Spain"
"1247",1247,"2021-07-31","Menos de 49",0,0,13403353,9186260,22744226,0,0,0.589307941277052,0.403894157576521,"Spain"
"1248",1248,"2021-07-31","Total",0,0,31851618,26933847,41965591,0,0,0.758993671744072,0.641807880174975,"Spain"
"1249",1249,"2021-08-01","50-59",0,0,6451023,6173192,7035203,0,0,0.916963305820742,0.877471765917771,"Spain"
"1250",1250,"2021-08-01","60-69",0,0,5152839,4807682,5350604,0,0,0.963038752260493,0.898530707935029,"Spain"
"1251",1251,"2021-08-01","70-79",0,0,3918598,3881771,3984504,0,0,0.983459421800053,0.974216866139424,"Spain"
"1252",1252,"2021-08-01","Mas de 80",0,0,2925805,2884942,2851054,0,0,1,1,"Spain"
"1253",1253,"2021-08-01","Menos de 49",0,0,13403353,9186260,22744226,0,0,0.589307941277052,0.403894157576521,"Spain"
"1254",1254,"2021-08-01","Total",0,0,31851618,26933847,41965591,0,0,0.758993671744072,0.641807880174975,"Spain"
"1255",1255,"2021-08-02","50-59",8800,12581,6459823,6185773,7035203,0.00125085232082145,0.00178829239184712,0.918214158141563,0.879260058309618,"Spain"
"1256",1256,"2021-08-02","60-69",5332,43374,5158171,4851056,5350604,0.000996523009364924,0.00810637453266958,0.964035275269857,0.906637082467699,"Spain"
"1257",1257,"2021-08-02","70-79",678,1160,3919276,3882931,3984504,0.000170159196728125,0.000291127829210361,0.983629580996782,0.974507993968635,"Spain"
"1258",1258,"2021-08-02","Mas de 80",353,435,2926158,2885377,2851054,0.000123813859716442,0.000152575152908363,1,1,"Spain"
"1259",1259,"2021-08-02","Menos de 49",302691,270665,13706044,9456925,22744226,0.0133084766217149,0.0119003829807178,0.602616417898767,0.415794540557239,"Spain"
"1260",1260,"2021-08-02","Total",317854,328215,32169472,27262062,41965591,0.00757415759973451,0.00782105034574635,0.766567829343807,0.649628930520721,"Spain"
"1261",1261,"2021-08-03","50-59",4380,5737,6464203,6191510,7035203,0.000622583314227038,0.000815470427790072,0.91883674145579,0.880075528737408,"Spain"
"1262",1262,"2021-08-03","60-69",2497,17603,5160668,4868659,5350604,0.00046667628551842,0.0032899089523351,0.964501951555376,0.909926991420034,"Spain"
"1263",1263,"2021-08-03","70-79",361,441,3919637,3883372,3984504,9.06009882283968e-05,0.000110678769553249,0.98372018198501,0.974618672738188,"Spain"
"1264",1264,"2021-08-03","Mas de 80",118,171,2926276,2885548,2851054,4.13882023981307e-05,5.99778187294944e-05,1,1,"Spain"
"1265",1265,"2021-08-03","Menos de 49",175990,151489,13882034,9608414,22744226,0.00773778804343573,0.00666054760447773,0.610354205942203,0.422455088161716,"Spain"
"1266",1266,"2021-08-03","Total",183346,175441,32352818,27437503,41965591,0.00436896027509776,0.00418059166615811,0.770936789618905,0.653809522186879,"Spain"
"1267",1267,"2021-08-04","50-59",6539,38906,6470742,6230416,7035203,0.000929468559755845,0.00553018868112263,0.919766210015546,0.885605717418531,"Spain"
"1268",1268,"2021-08-04","60-69",3850,30835,5164518,4899494,5350604,0.000719544933618709,0.00576290078652803,0.965221496488994,0.915689892206562,"Spain"
