"","X","date","age_group","n.first_dose","n.second_dose","first_dose","second_dose","Poblacion","n.first_dose_perc","n.second_dose_perc","first_dose_perc","second_dose_perc","Country"
"646",646,"2021-04-22","Mas de 80",7795,137664,2817776,2042726,2851054,0.00273407659062228,0.0482853008045446,0.988327825428771,0.716480992643422,"Spain"
"647",647,"2021-04-22","Menos de 49",6876,3190,2057766,859196,22744226,0.000302318487338281,0.000140255377342803,0.0904742153019408,0.0377764448875948,"Spain"
"648",648,"2021-04-22","Total",255746,156409,10141949,3768015,41965591,0.0060941832083337,0.00372707726194062,0.241672969647919,0.0897882029112851,"Spain"
"649",649,"2021-04-23","50-59",5163,1275,907375,432882,7035203,0.00073388074231831,0.000181231444209925,0.128976377796064,0.0615308470842988,"Spain"
"650",650,"2021-04-23","60-69",77022,1746,2259881,285011,5350604,0.0143950103577091,0.000326318299765783,0.422359980293814,0.0532670704092473,"Spain"
"651",651,"2021-04-23","70-79",164803,9556,2346139,160777,3984504,0.0413609824459958,0.00239829097925363,0.588815822496351,0.0403505681008226,"Spain"
"652",652,"2021-04-23","Mas de 80",8481,80064,2826257,2122790,2851054,0.00297468936049615,0.0280822460746096,0.991302514789267,0.744563238718032,"Spain"
"653",653,"2021-04-23","Menos de 49",8445,2133,2066211,861329,22744226,0.000371303028733534,9.37820438470845e-05,0.0908455183306743,0.0378702269314419,"Spain"
"654",654,"2021-04-23","Total",263914,94774,10405863,3862789,41965591,0.00628881885638165,0.00225837400931635,0.247961788504301,0.0920465769206014,"Spain"
"655",655,"2021-04-24","50-59",0,0,907375,432882,7035203,0,0,0.128976377796064,0.0615308470842988,"Spain"
"656",656,"2021-04-24","60-69",0,0,2259881,285011,5350604,0,0,0.422359980293814,0.0532670704092473,"Spain"
"657",657,"2021-04-24","70-79",0,0,2346139,160777,3984504,0,0,0.588815822496351,0.0403505681008226,"Spain"
"658",658,"2021-04-24","Mas de 80",0,0,2826257,2122790,2851054,0,0,0.991302514789267,0.744563238718032,"Spain"
"659",659,"2021-04-24","Menos de 49",0,0,2066211,861329,22744226,0,0,0.0908455183306743,0.0378702269314419,"Spain"
"660",660,"2021-04-24","Total",0,0,10405863,3862789,41965591,0,0,0.247961788504301,0.0920465769206014,"Spain"
"661",661,"2021-04-25","50-59",0,0,907375,432882,7035203,0,0,0.128976377796064,0.0615308470842988,"Spain"
"662",662,"2021-04-25","60-69",0,0,2259881,285011,5350604,0,0,0.422359980293814,0.0532670704092473,"Spain"
"663",663,"2021-04-25","70-79",0,0,2346139,160777,3984504,0,0,0.588815822496351,0.0403505681008226,"Spain"
"664",664,"2021-04-25","Mas de 80",0,0,2826257,2122790,2851054,0,0,0.991302514789267,0.744563238718032,"Spain"
"665",665,"2021-04-25","Menos de 49",0,0,2066211,861329,22744226,0,0,0.0908455183306743,0.0378702269314419,"Spain"
"666",666,"2021-04-25","Total",0,0,10405863,3862789,41965591,0,0,0.247961788504301,0.0920465769206014,"Spain"
"667",667,"2021-04-26","50-59",6585,1243,913960,434125,7035203,0.000936007105978321,0.000176682890316029,0.129912384902042,0.0617075299746148,"Spain"
"668",668,"2021-04-26","60-69",151367,4244,2411248,289255,5350604,0.0282897033680684,0.000793181480072156,0.450649683661882,0.0540602518893194,"Spain"
"669",669,"2021-04-26","70-79",213571,33697,2559710,194474,3984504,0.0536003979416259,0.00845701246629442,0.642416220437977,0.048807580567117,"Spain"
"670",670,"2021-04-26","Mas de 80",9874,43035,2836131,2165825,2851054,0.00346328059728087,0.0150944177135894,0.994765795386548,0.759657656431621,"Spain"
"671",671,"2021-04-26","Menos de 49",9206,2457,2075417,863786,22744226,0.000404762070162335,0.000108027417596009,0.0912502804008367,0.0379782543490379,"Spain"
"672",672,"2021-04-26","Total",390603,84676,10796466,3947465,41965591,0.00930769687003812,0.0020177483024128,0.257269485374339,0.0940643252230143,"Spain"
"673",673,"2021-04-27","50-59",3355,1097,917315,435222,7035203,0.000476887447313176,0.000155930113175128,0.130389272349355,0.0618634600877899,"Spain"
"674",674,"2021-04-27","60-69",102722,1822,2513970,291077,5350604,0.019198206408099,0.000340522303650205,0.469847890069981,0.0544007741929696,"Spain"
"675",675,"2021-04-27","70-79",101331,29203,2661041,223677,3984504,0.0254312707428578,0.00732914310037084,0.667847491180835,0.0561367236674878,"Spain"
"676",676,"2021-04-27","Mas de 80",5216,39475,2841347,2205300,2851054,0.00182949884498856,0.0138457566920865,0.996595294231537,0.773503413123708,"Spain"
"677",677,"2021-04-27","Menos de 49",4821,1883,2080238,865669,22744226,0.000211965885319641,8.27902431148899e-05,0.0914622462861563,0.0380610445921528,"Spain"
"678",678,"2021-04-27","Total",217445,73480,11013911,4020945,41965591,0.00518150691598743,0.00175095830295825,0.262450992290327,0.0958152835259725,"Spain"
"679",679,"2021-04-28","50-59",3985,1433,921300,436655,7035203,0.000566437102099257,0.000203689929061038,0.130955709451454,0.062067150016851,"Spain"
"680",680,"2021-04-28","60-69",63047,2514,2577017,293591,5350604,0.0117831556960672,0.000469853496913619,0.481631045766048,0.0548706276898832,"Spain"
"681",681,"2021-04-28","70-79",170293,61714,2831334,285391,3984504,0.0427388201894138,0.0154885024585243,0.710586311370248,0.0716252261260122,"Spain"
"682",682,"2021-04-28","Mas de 80",4267,77759,2845614,2283059,2851054,0.00149663948841376,0.0272737731379343,0.998091933719951,0.800777186261642,"Spain"
"683",683,"2021-04-28","Menos de 49",5668,2393,2085906,868062,22744226,0.000249206106200317,0.000105213516608567,0.0917114523923566,0.0381662581087613,"Spain"
"684",684,"2021-04-28","Total",247260,145813,11261171,4166758,41965591,0.0058919699236453,0.00347458469010957,0.268342962213972,0.0992898682160821,"Spain"
"685",685,"2021-04-29","50-59",4445,1830,925745,438485,7035203,0.000631822564324015,0.000260120425807187,0.131587532015778,0.0623272704426582,"Spain"
"686",686,"2021-04-29","60-69",75752,6917,2652769,300508,5350604,0.014157653977009,0.00129275124827029,0.495788699743057,0.0561633789381535,"Spain"
"687",687,"2021-04-29","70-79",167158,112709,2998492,398100,3984504,0.0419520221337461,0.028286833191785,0.752538333503994,0.0999120593177971,"Spain"
"688",688,"2021-04-29","Mas de 80",5376,122451,2850990,2405510,2851054,0.0018856184414606,0.0429493794224873,0.999977552161411,0.843726565684129,"Spain"
"689",689,"2021-04-29","Menos de 49",6244,3119,2092150,871181,22744226,0.000274531215087293,0.00013713370593486,0.0919859836074439,0.0383033918146962,"Spain"
"690",690,"2021-04-29","Total",258975,247026,11520146,4413784,41965591,0.00617112719799419,0.00588639392687214,0.274514089411966,0.105176262142954,"Spain"
"691",691,"2021-04-30","50-59",4220,1627,929965,440112,7035203,0.000599840544757557,0.000231265537042783,0.132187372560536,0.0625585359797009,"Spain"
"692",692,"2021-04-30","60-69",68635,2816,2721404,303324,5350604,0.0128275237711481,0.000526295722875399,0.508616223514205,0.0566896746610289,"Spain"
"693",693,"2021-04-30","70-79",85721,123005,3084213,521105,3984504,0.021513593661846,0.0308708436482935,0.77405192716584,0.130782902966091,"Spain"
"694",694,"2021-04-30","Mas de 80",3178,83369,2854168,2488879,2851054,0.00111467548492593,0.0292414664892352,1,0.872968032173365,"Spain"
"695",695,"2021-04-30","Menos de 49",8196,5429,2100346,876610,22744226,0.000360355195204269,0.000238697944700338,0.0923463388026482,0.0385420897593965,"Spain"
"696",696,"2021-04-30","Total",169950,216246,11690096,4630030,41965591,0.00404974637435703,0.00515293588978647,0.278563835786323,0.110329198032741,"Spain"
"697",697,"2021-05-01","50-59",0,0,929965,440112,7035203,0,0,0.132187372560536,0.0625585359797009,"Spain"
"698",698,"2021-05-01","60-69",0,0,2721404,303324,5350604,0,0,0.508616223514205,0.0566896746610289,"Spain"
"699",699,"2021-05-01","70-79",0,0,3084213,521105,3984504,0,0,0.77405192716584,0.130782902966091,"Spain"
"700",700,"2021-05-01","Mas de 80",0,0,2854168,2488879,2851054,0,0,1,0.872968032173365,"Spain"
"701",701,"2021-05-01","Menos de 49",0,0,2100346,876610,22744226,0,0,0.0923463388026482,0.0385420897593965,"Spain"
"702",702,"2021-05-01","Total",0,0,11690096,4630030,41965591,0,0,0.278563835786323,0.110329198032741,"Spain"
"703",703,"2021-05-02","50-59",0,0,929965,440112,7035203,0,0,0.132187372560536,0.0625585359797009,"Spain"
"704",704,"2021-05-02","60-69",0,0,2721404,303324,5350604,0,0,0.508616223514205,0.0566896746610289,"Spain"
"705",705,"2021-05-02","70-79",0,0,3084213,521105,3984504,0,0,0.77405192716584,0.130782902966091,"Spain"
"706",706,"2021-05-02","Mas de 80",0,0,2854168,2488879,2851054,0,0,1,0.872968032173365,"Spain"
"707",707,"2021-05-02","Menos de 49",0,0,2100346,876610,22744226,0,0,0.0923463388026482,0.0385420897593965,"Spain"
"708",708,"2021-05-02","Total",0,0,11690096,4630030,41965591,0,0,0.278563835786323,0.110329198032741,"Spain"
"709",709,"2021-05-03","50-59",8569,2925,938534,443037,7035203,0.00121801744739988,0.000415766254363947,0.133405390007936,0.0629743022340649,"Spain"
"710",710,"2021-05-03","60-69",240169,33396,2961573,336720,5350604,0.0448863343278628,0.00624153833847543,0.553502557842068,0.0629312129995044,"Spain"
"711",711,"2021-05-03","70-79",233551,297751,3317764,818856,3984504,0.0586148238275078,0.0747272433407019,0.832666750993348,0.205510146306793,"Spain"
"712",712,"2021-05-03","Mas de 80",8060,142615,2862228,2631494,2851054,0.00282702467227909,0.0500218515678763,1,0.922989883741241,"Spain"
"713",713,"2021-05-03","Menos de 49",15634,6881,2115980,883491,22744226,0.000687383250588523,0.000302538323352925,0.0930337220532367,0.0388446280827494,"Spain"
"714",714,"2021-05-03","Total",505983,483568,12196079,5113598,41965591,0.0120570922020376,0.0115229641350696,0.290620927988361,0.12185216216781,"Spain"
"715",715,"2021-05-04","50-59",3615,1056,942149,444093,7035203,0.000513844447701083,0.000150102278498574,0.133919234455637,0.0631244045125635,"Spain"
"716",716,"2021-05-04","60-69",113608,6051,3075181,342771,5350604,0.0212327430697544,0.00113090036190307,0.574735300911822,0.0640621133614074,"Spain"
"717",717,"2021-05-04","70-79",58952,66063,3376716,884919,3984504,0.0147953170582838,0.0165799808457966,0.847462068051632,0.222090127152589,"Spain"
"718",718,"2021-05-04","Mas de 80",2554,12812,2864782,2644306,2851054,0.000895809058684963,0.00449377668749873,1,0.92748366042874,"Spain"
"719",719,"2021-05-04","Menos de 49",6405,2717,2122385,886208,22744226,0.000281609934758826,0.000119458890357491,0.0933153319879955,0.0389640869731069,"Spain"
"720",720,"2021-05-04","Total",185134,88699,12381213,5202297,41965591,0.0044115666094158,0.00211361255462839,0.295032494597777,0.123965774722439,"Spain"
"721",721,"2021-05-05","50-59",7616,1424,949765,445517,7035203,0.00108255582674729,0.000202410648278379,0.135001790282384,0.0633268151608418,"Spain"
"722",722,"2021-05-05","60-69",215507,6767,3290688,349538,5350604,0.0402771350673681,0.00126471703007735,0.61501243597919,0.0653268303914848,"Spain"
"723",723,"2021-05-05","70-79",72642,148584,3449358,1033503,3984504,0.0182311273874992,0.0372904632546485,0.865693195439131,0.259380590407238,"Spain"
"724",724,"2021-05-05","Mas de 80",2417,32254,2867199,2676560,2851054,0.000847756654205778,0.0113130091538077,1,0.938796669582547,"Spain"
"725",725,"2021-05-05","Menos de 49",6946,2989,2129331,889197,22744226,0.000305396191543295,0.000131417969554119,0.0936207281795388,0.039095504942661,"Spain"
"726",726,"2021-05-05","Total",305128,192018,12686341,5394315,41965591,0.00727090915984002,0.00457560576234944,0.302303403757617,0.128541380484788,"Spain"
"727",727,"2021-05-06","50-59",14333,2696,964098,448213,7035203,0.00203732571753793,0.000383215665560752,0.137039115999922,0.0637100308264026,"Spain"
"728",728,"2021-05-06","60-69",193386,5420,3484074,354958,5350604,0.0361428354630617,0.00101296975070478,0.651155271442252,0.0663398001421896,"Spain"
"729",729,"2021-05-06","70-79",59882,256262,3509240,1289765,3984504,0.0150287212661852,0.0643146549733668,0.880721916705316,0.323695245380604,"Spain"
"730",730,"2021-05-06","Mas de 80",3133,32918,2870332,2709478,2851054,0.00109889184841816,0.0115459054791667,1,0.950342575061714,"Spain"
"731",731,"2021-05-06","Menos de 49",9477,5216,2138808,894413,22744226,0.000416677182156034,0.000229332930476509,0.0940374053616949,0.0393248378731376,"Spain"
"732",732,"2021-05-06","Total",280211,302512,12966552,5696827,41965591,0.00667716081968201,0.00720857237540155,0.308980564577299,0.13574995286019,"Spain"
"733",733,"2021-05-07","50-59",34018,2889,998116,451102,7035203,0.00483539707383,0.000410649131233313,0.141874513073752,0.0641206799576359,"Spain"
"734",734,"2021-05-07","60-69",204904,6643,3688978,361601,5350604,0.0382954896307034,0.00124154207637119,0.689450761072956,0.0675813422185607,"Spain"
"735",735,"2021-05-07","70-79",53858,221390,3563098,1511155,3984504,0.0135168643324238,0.0555627500938636,0.89423878103774,0.379257995474468,"Spain"
"736",736,"2021-05-07","Mas de 80",2969,23634,2873301,2733112,2851054,0.00104136926203432,0.00828956589387644,1,0.95863214095559,"Spain"
"737",737,"2021-05-07","Menos de 49",9210,5068,2148018,899481,22744226,0.00040493793897405,0.000222825784443049,0.0944423433006689,0.0395476636575806,"Spain"
"738",738,"2021-05-07","Total",304959,259624,13271511,5956451,41965591,0.0072668820510594,0.00618659224887361,0.316247446628358,0.141936545109063,"Spain"
"739",739,"2021-05-08","50-59",0,0,998116,451102,7035203,0,0,0.141874513073752,0.0641206799576359,"Spain"
"740",740,"2021-05-08","60-69",0,0,3688978,361601,5350604,0,0,0.689450761072956,0.0675813422185607,"Spain"
"741",741,"2021-05-08","70-79",0,0,3563098,1511155,3984504,0,0,0.89423878103774,0.379257995474468,"Spain"
"742",742,"2021-05-08","Mas de 80",0,0,2873301,2733112,2851054,0,0,1,0.95863214095559,"Spain"
"743",743,"2021-05-08","Menos de 49",0,0,2148018,899481,22744226,0,0,0.0944423433006689,0.0395476636575806,"Spain"
"744",744,"2021-05-08","Total",0,0,13271511,5956451,41965591,0,0,0.316247446628358,0.141936545109063,"Spain"
"745",745,"2021-05-09","50-59",0,0,998116,451102,7035203,0,0,0.141874513073752,0.0641206799576359,"Spain"
"746",746,"2021-05-09","60-69",0,0,3688978,361601,5350604,0,0,0.689450761072956,0.0675813422185607,"Spain"
"747",747,"2021-05-09","70-79",0,0,3563098,1511155,3984504,0,0,0.89423878103774,0.379257995474468,"Spain"
"748",748,"2021-05-09","Mas de 80",0,0,2873301,2733112,2851054,0,0,1,0.95863214095559,"Spain"
"749",749,"2021-05-09","Menos de 49",0,0,2148018,899481,22744226,0,0,0.0944423433006689,0.0395476636575806,"Spain"
"750",750,"2021-05-09","Total",0,0,13271511,5956451,41965591,0,0,0.316247446628358,0.141936545109063,"Spain"
"751",751,"2021-05-10","50-59",111331,4749,1109447,455851,7035203,0.0158248454237923,0.000675033826316028,0.157699358497544,0.0647957137839519,"Spain"
"752",752,"2021-05-10","60-69",292495,9270,3981473,370871,5350604,0.0546657910022868,0.00173251468432349,0.744116552075242,0.0693138569028842,"Spain"
"753",753,"2021-05-10","70-79",101253,221853,3664351,1733008,3984504,0.0254116949060661,0.0556789502532812,0.919650475943806,0.434936945727749,"Spain"
"754",754,"2021-05-10","Mas de 80",3787,22101,2877088,2755213,2851054,0.00132828069899763,0.00775187001017869,1,0.966384010965769,"Spain"
"755",755,"2021-05-10","Menos de 49",17054,7052,2165072,906533,22744226,0.000749816678747388,0.000310056715053746,0.0951921599794163,0.0398577203726344,"Spain"
"756",756,"2021-05-10","Total",525920,265025,13797431,6221476,41965591,0.0125321718929206,0.00631529292653117,0.328779618521279,0.148251838035594,"Spain"
"757",757,"2021-05-11","50-59",65476,2998,1174923,458849,7035203,0.0093069098361483,0.000426142642934397,0.167006268333693,0.0652218564268863,"Spain"
"758",758,"2021-05-11","60-69",131221,3379,4112694,374250,5350604,0.024524520969969,0.000631517488492888,0.768641073045211,0.0699453743913771,"Spain"
"759",759,"2021-05-11","70-79",21917,87178,3686268,1820186,3984504,0.0055005591662099,0.0218792602542249,0.925151035110016,0.456816205981974,"Spain"
"760",760,"2021-05-11","Mas de 80",2274,8159,2879362,2763372,2851054,0.000797599764858891,0.00286174867259617,1,0.969245759638365,"Spain"
"761",761,"2021-05-11","Menos de 49",10635,4257,2175707,910790,22744226,0.000467591203147559,0.00018716838286781,0.0956597511825639,0.0400448887555022,"Spain"
"762",762,"2021-05-11","Total",231523,105971,14028954,6327447,41965591,0.00551697222612688,0.00252518783781694,0.334296590747405,0.150777025873411,"Spain"
"763",763,"2021-05-12","50-59",144898,3282,1319821,462131,7035203,0.0205961363161802,0.000466511058742726,0.187602404649873,0.0656883674856291,"Spain"
"764",764,"2021-05-12","60-69",108854,5183,4221548,379433,5350604,0.0203442452478262,0.00096867568595994,0.788985318293038,0.0709140500773371,"Spain"
"765",765,"2021-05-12","70-79",20565,151764,3706833,1971950,3984504,0.00516124466181989,0.0380885550623114,0.930312279771836,0.494904761044286,"Spain"
"766",766,"2021-05-12","Mas de 80",1884,10082,2881246,2773454,2851054,0.000660808248458289,0.00353623607269452,1,0.97278199571106,"Spain"
"767",767,"2021-05-12","Menos de 49",13193,5220,2188900,916010,22744226,0.000580059308239375,0.000229508799288224,0.0962398104908033,0.0402743975547904,"Spain"
"768",768,"2021-05-12","Total",289394,175531,14318348,6502978,41965591,0.00689598294945971,0.00418273628030164,0.341192573696865,0.154959762153713,"Spain"
"769",769,"2021-05-13","50-59",119254,3851,1439075,465982,7035203,0.0169510389394592,0.000547390032668567,0.204553443589332,0.0662357575182976,"Spain"
"770",770,"2021-05-13","60-69",86013,4253,4307561,383686,5350604,0.0160753813961938,0.000794863533163732,0.805060699689231,0.0717089136105008,"Spain"
"771",771,"2021-05-13","70-79",20027,190617,3726860,2162567,3984504,0.00502622158241026,0.0478395805349926,0.935338501354246,0.542744341579278,"Spain"
"772",772,"2021-05-13","Mas de 80",2029,8574,2883275,2782028,2851054,0.000711666632761077,0.00300730887594553,1,0.975789304587005,"Spain"
"773",773,"2021-05-13","Menos de 49",9881,5883,2198781,921893,22744226,0.00043443993213926,0.000258659054830004,0.0966742504229425,0.0405330566096204,"Spain"
"774",774,"2021-05-13","Total",237204,213178,14555552,6716156,41965591,0.0056523450366754,0.00507982837653829,0.346844918733541,0.160039590530251,"Spain"
"775",775,"2021-05-14","50-59",165863,6809,1604938,472791,7035203,0.0235761498282281,0.000967846983235594,0.22812959341756,0.0672036045015332,"Spain"
"776",776,"2021-05-14","60-69",77817,7146,4385378,390832,5350604,0.0145435917141317,0.00133555015471151,0.819604291403363,0.0730444637652123,"Spain"
"777",777,"2021-05-14","70-79",18776,203403,3745636,2365970,3984504,0.00471225527694288,0.0510485119352371,0.940050756631189,0.593792853514515,"Spain"
"778",778,"2021-05-14","Mas de 80",1847,8831,2885122,2790859,2851054,0.00064783059177413,0.00309745097777874,1,0.978886755564784,"Spain"
"779",779,"2021-05-14","Menos de 49",15978,7223,2214759,929116,22744226,0.000702507968396023,0.000317575106754567,0.0973767583913385,0.040850631716375,"Spain"
"780",780,"2021-05-14","Total",280281,233412,14835833,6949568,41965591,0.00667882885290475,0.00556198529409487,0.353523747586445,0.165601575824346,"Spain"
"781",781,"2021-05-15","50-59",0,0,1604938,472791,7035203,0,0,0.22812959341756,0.0672036045015332,"Spain"
"782",782,"2021-05-15","60-69",0,0,4385378,390832,5350604,0,0,0.819604291403363,0.0730444637652123,"Spain"
"783",783,"2021-05-15","70-79",0,0,3745636,2365970,3984504,0,0,0.940050756631189,0.593792853514515,"Spain"
"784",784,"2021-05-15","Mas de 80",0,0,2885122,2790859,2851054,0,0,1,0.978886755564784,"Spain"
"785",785,"2021-05-15","Menos de 49",0,0,2214759,929116,22744226,0,0,0.0973767583913385,0.040850631716375,"Spain"
"786",786,"2021-05-15","Total",0,0,14835833,6949568,41965591,0,0,0.353523747586445,0.165601575824346,"Spain"
"787",787,"2021-05-16","50-59",0,0,1604938,472791,7035203,0,0,0.22812959341756,0.0672036045015332,"Spain"
"788",788,"2021-05-16","60-69",0,0,4385378,390832,5350604,0,0,0.819604291403363,0.0730444637652123,"Spain"
"789",789,"2021-05-16","70-79",0,0,3745636,2365970,3984504,0,0,0.940050756631189,0.593792853514515,"Spain"
"790",790,"2021-05-16","Mas de 80",0,0,2885122,2790859,2851054,0,0,1,0.978886755564784,"Spain"
"791",791,"2021-05-16","Menos de 49",0,0,2214759,929116,22744226,0,0,0.0973767583913385,0.040850631716375,"Spain"
"792",792,"2021-05-16","Total",0,0,14835833,6949568,41965591,0,0,0.353523747586445,0.165601575824346,"Spain"
"793",793,"2021-05-17","50-59",301264,16523,1906202,489314,7035203,0.0428223606340855,0.00234861737465145,0.270951954051646,0.0695522218761847,"Spain"
"794",794,"2021-05-17","60-69",112776,14549,4498154,405381,5350604,0.0210772466061775,0.00271913226992691,0.840681538009541,0.0757635960351392,"Spain"
"795",795,"2021-05-17","70-79",28823,209199,3774459,2575169,3984504,0.00723377363907779,0.0525031471922227,0.947284530270267,0.646296000706738,"Spain"
"796",796,"2021-05-17","Mas de 80",4044,10258,2889166,2801117,2851054,0.00141842280083085,0.00359796762881377,1,0.982484723193598,"Spain"
"797",797,"2021-05-17","Menos de 49",38106,13619,2252865,942735,22744226,0.00167541423480403,0.000598789336687034,0.0990521726261426,0.041449421053062,"Spain"
"798",798,"2021-05-17","Total",485013,264148,15320846,7213716,41965591,0.0115573971065962,0.00629439485315481,0.365081144693041,0.171895970677501,"Spain"
"799",799,"2021-05-18","50-59",113737,11903,2019939,501217,7035203,0.0161668398196896,0.00169191990622019,0.287118793871335,0.0712441417824049,"Spain"
"800",800,"2021-05-18","60-69",41907,6960,4540061,412341,5350604,0.00783219987874266,0.00130078772415226,0.848513737888283,0.0770643837592915,"Spain"
"801",801,"2021-05-18","70-79",7798,82505,3782257,2657674,3984504,0.00195708173464,0.0207064668525869,0.949241612004907,0.667002467559325,"Spain"
"802",802,"2021-05-18","Mas de 80",1052,3167,2890218,2804284,2851054,0.000368986346803673,0.00111081726266847,1,0.983595540456266,"Spain"
"803",803,"2021-05-18","Menos de 49",10549,5175,2263414,947910,22744226,0.000463810023695684,0.000227530275156429,0.0995159826498383,0.0416769513282184,"Spain"
"804",804,"2021-05-18","Total",175043,109710,15495889,7323426,41965591,0.00417110770583453,0.0026142846409574,0.369252252398876,0.174510255318458,"Spain"
"805",805,"2021-05-19","50-59",191920,6101,2211859,507318,7035203,0.0272799519786423,0.000867210228333141,0.314398745849978,0.072111352010738,"Spain"
"806",806,"2021-05-19","60-69",29830,11485,4569891,423826,5350604,0.00557507152463535,0.00214648663963919,0.854088809412919,0.0792108703989307,"Spain"
"807",807,"2021-05-19","70-79",7524,117518,3789781,2775192,3984504,0.00188831533360238,0.0294937588216752,0.951129927338509,0.696496226381,"Spain"
"808",808,"2021-05-19","Mas de 80",1327,4339,2891545,2808623,2851054,0.000465441903239995,0.00152189330682618,1,0.985117433763093,"Spain"
"809",809,"2021-05-19","Menos de 49",14757,6304,2278171,954214,22744226,0.000648824013619984,0.00027716924726302,0.100164806663458,0.0419541205754814,"Spain"
"810",810,"2021-05-19","Total",245358,145747,15741247,7469173,41965591,0.0058466470780788,0.00347301197307099,0.375098899476955,0.177983267291529,"Spain"
"811",811,"2021-05-20","50-59",246184,7430,2458043,514748,7035203,0.0349931622442167,0.00105611735723902,0.349391908094194,0.073167469367977,"Spain"
"812",812,"2021-05-20","60-69",31324,18982,4601215,442808,5350604,0.005854292337837,0.00354763686492217,0.859943101750756,0.0827585072638528,"Spain"
"813",813,"2021-05-20","70-79",12270,190241,3802051,2965433,3984504,0.00307942971069925,0.0477452149627658,0.954209357049209,0.744241441343766,"Spain"
"814",814,"2021-05-20","Mas de 80",1751,3965,2893296,2812588,2851054,0.000614158833890905,0.00139071375007278,1,0.986508147513165,"Spain"
"815",815,"2021-05-20","Menos de 49",17067,7497,2295238,961711,22744226,0.000750388252385463,0.000329622120357052,0.100915194915844,0.0422837426958385,"Spain"
"816",816,"2021-05-20","Total",308596,228115,16049843,7697288,41965591,0.00735354829150387,0.00543576283722538,0.382452447768459,0.183419030128755,"Spain"
"817",817,"2021-05-21","50-59",233620,8664,2691663,523412,7035203,0.0332072862716257,0.00123152096677239,0.38259919436582,0.0743989903347494,"Spain"
"818",818,"2021-05-21","60-69",33028,30453,4634243,473261,5350604,0.00617276105650876,0.00569150697753001,0.866115862807264,0.0884500142413828,"Spain"
"819",819,"2021-05-21","70-79",9192,118383,3811243,3083816,3984504,0.00230693707422555,0.0297108498322501,0.956516294123434,0.773952291176016,"Spain"
"820",820,"2021-05-21","Mas de 80",1794,4223,2895090,2816811,2851054,0.000629240975442766,0.00148120659938395,1,0.987989354112549,"Spain"
"821",821,"2021-05-21","Menos de 49",20206,6302,2315444,968013,22744226,0.000888401302378898,0.000277081312857162,0.101803596218223,0.0425608240086957,"Spain"
"822",822,"2021-05-21","Total",297840,168025,16347683,7865313,41965591,0.00709724307230655,0.00400387546073163,0.389549690840765,0.187422905589486,"Spain"
"823",823,"2021-05-22","50-59",0,0,2691663,523412,7035203,0,0,0.38259919436582,0.0743989903347494,"Spain"
"824",824,"2021-05-22","60-69",0,0,4634243,473261,5350604,0,0,0.866115862807264,0.0884500142413828,"Spain"
"825",825,"2021-05-22","70-79",0,0,3811243,3083816,3984504,0,0,0.956516294123434,0.773952291176016,"Spain"
"826",826,"2021-05-22","Mas de 80",0,0,2895090,2816811,2851054,0,0,1,0.987989354112549,"Spain"
"827",827,"2021-05-22","Menos de 49",0,0,2315444,968013,22744226,0,0,0.101803596218223,0.0425608240086957,"Spain"
"828",828,"2021-05-22","Total",0,0,16347683,7865313,41965591,0,0,0.389549690840765,0.187422905589486,"Spain"
"829",829,"2021-05-23","50-59",0,0,2691663,523412,7035203,0,0,0.38259919436582,0.0743989903347494,"Spain"
"830",830,"2021-05-23","60-69",0,0,4634243,473261,5350604,0,0,0.866115862807264,0.0884500142413828,"Spain"
"831",831,"2021-05-23","70-79",0,0,3811243,3083816,3984504,0,0,0.956516294123434,0.773952291176016,"Spain"
"832",832,"2021-05-23","Mas de 80",0,0,2895090,2816811,2851054,0,0,1,0.987989354112549,"Spain"
"833",833,"2021-05-23","Menos de 49",0,0,2315444,968013,22744226,0,0,0.101803596218223,0.0425608240086957,"Spain"
"834",834,"2021-05-23","Total",0,0,16347683,7865313,41965591,0,0,0.389549690840765,0.187422905589486,"Spain"
"835",835,"2021-05-24","50-59",290259,48529,2981922,571941,7035203,0.0412580845215127,0.00689802412240272,0.423857278887333,0.0812970144571521,"Spain"
"836",836,"2021-05-24","60-69",34293,52870,4668536,526131,5350604,0.00640918296326919,0.00988112743907043,0.872525045770534,0.0983311416804533,"Spain"
"837",837,"2021-05-24","70-79",7794,148108,3819037,3231924,3984504,0.00195607784557375,0.0371710004557656,0.958472371969008,0.811123291631782,"Spain"
"838",838,"2021-05-24","Mas de 80",1661,5204,2896751,2822015,2851054,0.000582591560875382,0.00182528987525315,1,0.989814643987802,"Spain"
"839",839,"2021-05-24","Menos de 49",28249,10624,2343693,978637,22744226,0.00124202951553506,0.000467107563915343,0.103045625733758,0.043027931572611,"Spain"
"840",840,"2021-05-24","Total",362256,265335,16709939,8130648,41965591,0.00863221490196576,0.00632267993080331,0.398181905742731,0.19374558552029,"Spain"
"841",841,"2021-05-25","50-59",193638,22286,3175560,594227,7035203,0.0275241524658208,0.00316778350248031,0.451381431353154,0.0844647979596324,"Spain"
"842",842,"2021-05-25","60-69",24410,27881,4692946,554012,5350604,0.00456210177393057,0.00521081358291512,0.877087147544464,0.103541955263368,"Spain"
"843",843,"2021-05-25","70-79",8909,59678,3827946,3291602,3984504,0.00223591192278888,0.0149775229238068,0.960708283891797,0.826100814555588,"Spain"
