Country,date,n.first_dose,n.second_dose,first_dose,second_dose,n.first_dose_perc,n.second_dose_perc,first_dose_perc,second_dose_perc,age_group,Poblacion
Italy,2021-09-03,31929,40250,2704828,1588509,0.0030607775577106,0.0038584451970889,0.259290201380163,0.152277637803292,12-19,10431663
Italy,2021-09-04,27734,27001,2732562,1615510,0.00265863649928108,0.00258836965879745,0.261948837879445,0.154866007462089,12-19,10431663
Italy,2021-09-05,17749,18000,2750311,1633510,0.00170145450442561,0.00172551586453665,0.26365029238387,0.156591523326626,12-19,10431663
Italy,2021-09-06,32958,46541,2783269,1680051,0.00315941954796661,0.00446151299174446,0.266809711931837,0.16105303631837,12-19,10431663
Italy,2021-09-07,28637,49211,2811906,1729262,0.00274519987848534,0.00471746451165073,0.269554911810322,0.165770500830021,12-19,10431663
Italy,2021-09-08,26734,47205,2838640,1776467,0.00256277450680682,0.00452516535474737,0.272117686317129,0.170295666184768,12-19,10431663
Italy,2021-09-09,24535,50671,2863175,1827138,0.00235197398535593,0.00485742302066315,0.274469660302485,0.175153089205432,12-19,10431663
Italy,2021-09-10,22725,50696,2885900,1877834,0.00217846377897752,0.004859819570475,0.276648124081462,0.180012908775907,12-19,10431663
Italy,2021-09-11,18571,34346,2904471,1912180,0.00178025306223945,0.00329247599352088,0.278428377143702,0.183305384769427,12-19,10431663
Italy,2021-09-12,10268,21478,2914739,1933658,0.000984310938725685,0.00205892387436212,0.279412688082428,0.18536430864379,12-19,10431663
Italy,2021-09-13,15469,52990,2930208,1986648,0.0014828891615843,0.00507972698121095,0.280895577244012,0.190444035625001,12-19,10431663
Italy,2021-09-14,12988,48158,2943196,2034806,0.00124505555825567,0.00461652183357534,0.282140632802267,0.195060557458576,12-19,10431663
Italy,2021-09-15,11074,41713,2954270,2076519,0.00106157570465994,0.00399869129207874,0.283202208506927,0.199059248750655,12-19,10431663
Italy,2021-09-16,9214,41600,2963484,2118119,0.000883272398657817,0.00398785888692915,0.284085480905585,0.203047107637584,12-19,10431663
Italy,2021-09-17,11122,39464,2974606,2157583,0.0010661770802987,0.00378309767100413,0.285151657985884,0.206830205308588,12-19,10431663
Italy,2021-09-18,13417,34466,2988023,2192049,0.00128618035302713,0.00330397943261779,0.286437838338911,0.210134184741206,12-19,10431663
Italy,2021-09-19,7430,23129,2995453,2215178,0.00071225460408374,0.00221719202393712,0.287150092942995,0.212351376765143,12-19,10431663
Italy,2021-09-20,8513,45365,3003966,2260543,0.000816073141933362,0.00434877928859473,0.287966166084928,0.216700156053738,12-19,10431663
Italy,2021-09-21,8753,45522,3012719,2306065,0.000839080020127184,0.00436382962141319,0.288805246105055,0.221063985675151,12-19,10431663
Italy,2021-09-22,8574,43562,3021293,2349627,0.000821920723474292,0.00417594011616365,0.28962716682853,0.225239925791314,12-19,10431663
Italy,2021-09-23,8573,37839,3029866,2387466,0.000821824861481817,0.00362732193323346,0.290448991690011,0.228867247724548,12-19,10431663
Italy,2021-09-24,10041,38716,3039907,2426182,0.000962550266434029,0.00371139290063339,0.291411541956445,0.232578640625181,12-19,10431663
Italy,2021-09-25,10317,34696,3050224,2460878,0.000989008176356924,0.00332602769088687,0.292400550132802,0.235904668316068,12-19,10431663
Italy,2021-09-26,6256,21701,3056480,2482579,0.000599712624918961,0.00208030109868388,0.293000262757721,0.237984969414752,12-19,10431663
Italy,2021-09-27,7993,38806,3064473,2521385,0.000766224905846748,0.00372002047995607,0.293766487663568,0.241704989894708,12-19,10431663
Italy,2021-09-28,7522,33073,3071995,2554458,0.000721073907391372,0.00317044367710115,0.29448756157096,0.244875433571809,12-19,10431663
Italy,2021-09-29,7221,30826,3079216,2585284,0.00069221944765662,0.00295504178001149,0.295179781018616,0.247830475351821,12-19,10431663
Italy,2021-09-30,7494,29245,3086710,2614529,0.000718389771602093,0.00280348396990969,0.295898170790218,0.25063395932173,12-19,10431663
Italy,2021-10-01,7187,25745,3093897,2640274,0.000688960139912495,0.00246796699624978,0.296587130930131,0.25310192631798,12-19,10431663
Italy,2021-10-02,7532,22357,3101429,2662631,0.000722032527316114,0.002143186565747,0.297309163457447,0.255245112883727,12-19,10431663
Italy,2021-10-03,4014,13063,3105443,2675694,0.000384790037791673,0.00125224520769124,0.297693953495238,0.256497358091418,12-19,10431663
Italy,2021-10-04,5699,20766,3111142,2696460,0.000546317495110799,0.00199067013572045,0.298240270990349,0.258488028227139,12-19,10431663
Italy,2021-10-05,5250,17994,3116392,2714454,0.000503275460489857,0.00172494069258181,0.298743546450839,0.260212968919721,12-19,10431663
Italy,2021-10-06,5016,14820,3121408,2729274,0.00048084375425088,0.00142067472846851,0.29922439020509,0.261633643648189,12-19,10431663
Italy,2021-10-07,5328,14283,3126736,2743557,0.000510752695902849,0.00136919683850983,0.299735142900993,0.263002840486699,12-19,10431663
Italy,2021-10-08,6349,16040,3133085,2759597,0.000608627790219067,0.00153762635928711,0.300343770691212,0.264540466845986,12-19,10431663
Italy,2021-10-09,6401,15624,3139486,2775221,0.000613612613827728,0.00149774777041781,0.30095738330504,0.266038214616404,12-19,10431663
Italy,2021-10-10,3006,8702,3142492,2783923,0.000288161149377621,0.000834191058510997,0.301245544454417,0.266872405674915,12-19,10431663
Italy,2021-10-11,5512,13836,3148004,2797759,0.000528391302518112,0.00132634652787384,0.301773935756935,0.268198752202789,12-19,10431663
Italy,2021-10-12,5211,11952,3153215,2809711,0.000499536842783361,0.00114574253405234,0.302273472599719,0.269344494736841,12-19,10431663
Italy,2021-10-13,5332,11923,3158547,2821634,0.000511136143872746,0.00114296253627058,0.302784608743592,0.270487457273112,12-19,10431663
Italy,2021-10-14,5953,11334,3164500,2832968,0.00057066644119926,0.00108649982270324,0.303355275184791,0.271573957095815,12-19,10431663
Italy,2021-10-15,6789,12200,3171289,2845168,0.00065080706690774,0.00116951630818595,0.304006082251699,0.272743473404001,12-19,10431663
Italy,2021-10-16,6768,12071,3178057,2857239,0.000648793965065781,0.00115715011115677,0.304654876216764,0.273900623515158,12-19,10431663
Italy,2021-10-17,3913,6920,3181970,2864159,0.000375107976551773,0.000663364987921868,0.305029984193316,0.27456398850308,12-19,10431663
Italy,2021-10-18,5414,10840,3187384,2874999,0.000518996827255635,0.00103914399842096,0.305548981020572,0.2756031325015,12-19,10431663
Italy,2021-10-19,4866,9213,3192250,2884212,0.000466464455379741,0.000883176536665343,0.306015445475951,0.276486309038166,12-19,10431663
Italy,2021-10-20,4431,8230,3196681,2892442,0.000424764488653439,0.000788944198063147,0.306440209964605,0.277275253236229,12-19,10431663
Italy,2021-10-21,4494,8535,3201175,2900977,0.000430803794179317,0.000818182105767796,0.306871013758784,0.278093435341997,12-19,10431663
Italy,2021-10-22,4879,8652,3206054,2909629,0.000467710661281907,0.000829397958887284,0.307338724420066,0.278922833300884,12-19,10431663
Italy,2021-10-23,4640,8065,3210694,2917694,0.000444799645080559,0.000773126969304894,0.307783524065147,0.279695960270189,12-19,10431663
Italy,2021-10-24,2391,4352,3213085,2922046,0.000229206024005952,0.000417191391247973,0.308012730089153,0.280113151661437,12-19,10431663
Italy,2021-10-25,3993,7110,3217078,2929156,0.000382776935949714,0.000681578766491977,0.308395507025102,0.280794730427929,12-19,10431663
Italy,2021-10-26,3563,6137,3220641,2935293,0.000341556279185783,0.000588305047814524,0.308737063304288,0.281383035475743,12-19,10431663
Italy,2021-10-27,3582,5564,3224223,2940857,0.000343377657042794,0.000533376126126774,0.309080440961331,0.28191641160187,12-19,10431663
Italy,2021-10-28,3578,5824,3227801,2946681,0.000342994209072897,0.000558300244170081,0.309423435170404,0.28247471184604,12-19,10431663
Italy,2021-10-29,3739,6653,3231540,2953334,0.000358427989861252,0.000637769835931241,0.309781863160265,0.283112481681972,12-19,10431663
Italy,2021-10-30,3913,6086,3235453,2959420,0.000375107976551773,0.000583416086198337,0.310156971136817,0.28369589776817,12-19,10431663
Italy,2021-10-31,1874,2772,3237327,2962192,0.00017964537389676,0.000265729443138644,0.310336616510714,0.283961627211309,12-19,10431663
Italy,2021-11-01,1506,2201,3238833,2964393,0.000144368160666233,0.000210992245435843,0.31048098467138,0.284172619456744,12-19,10431663
Italy,2021-11-02,3579,6320,3242412,2970713,0.000343090071065371,0.000605847792437313,0.310824074742445,0.284778467249182,12-19,10431663
Italy,2021-11-03,3114,5672,3245526,2976385,0.000298514244564841,0.000543729221313994,0.31112258898701,0.285322196470496,12-19,10431663
Italy,2021-11-04,3231,5433,3248757,2981818,0.000309730097684329,0.000520818205112646,0.311432319084694,0.285843014675608,12-19,10431663
Italy,2021-11-05,3889,6455,3252646,2988273,0.000372807288732391,0.000618789161421338,0.311805126373427,0.28646180383703,12-19,10431663
Italy,2021-11-06,4582,5847,3257228,2994120,0.000439239649517052,0.000560505069996989,0.312244366022944,0.287022308907027,12-19,10431663
Italy,2021-11-07,2045,2849,3259273,2996969,0.000196037774609858,0.000273110816559162,0.312440403797554,0.287295419723586,12-19,10431663
Italy,2021-11-08,3757,5553,3263030,3002522,0.000360153505725789,0.000532321644209557,0.312800557303279,0.287827741367795,12-19,10431663
Italy,2021-11-09,3596,4933,3266626,3007455,0.000344719724937433,0.000472887208875517,0.313145277028217,0.288300628576671,12-19,10431663
Italy,2021-11-10,3777,4513,3270403,3011968,0.000362070745575274,0.000432625172036328,0.313507347773792,0.288733253748707,12-19,10431663
Italy,2021-11-11,3847,4779,3274250,3016747,0.000368781085048472,0.000458124462034481,0.313876128858841,0.289191378210742,12-19,10431663
Italy,2021-11-12,4517,5105,3278767,3021852,0.000433008620006225,0.000489375471581089,0.314309137478847,0.289680753682323,12-19,10431663
Italy,2021-11-13,5318,5176,3284085,3027028,0.000509794075978106,0.000496181673046762,0.314818931554825,0.29017693535537,12-19,10431663
Italy,2021-11-14,2329,2398,3286414,3029426,0.000223262580472548,0.000229877057953272,0.315042194135297,0.290406812413323,12-19,10431663
Italy,2021-11-15,3925,4736,3290339,3034162,0.000376258320461464,0.000454002396358088,0.315418452455759,0.290860814809681,12-19,10431663
Italy,2021-11-16,3720,4035,3294059,3038197,0.000356606612004241,0.000386803139633633,0.315775059067763,0.291247617949315,12-19,10431663
Italy,2021-11-17,3710,3637,3297769,3041834,0.000355647992079499,0.000348650066628878,0.316130707059843,0.291596268015943,12-19,10431663
Italy,2021-11-18,4099,3932,3301868,3045766,0.000392938307151985,0.000376929354408784,0.316523645366995,0.291973197370352,12-19,10431663
Italy,2021-11-19,4501,4064,3306369,3049830,0.000431474828126637,0.000389583137415386,0.316955120195121,0.292362780507768,12-19,10431663
Italy,2021-11-20,5425,3706,3311794,3053536,0.000520051309172852,0.000355264544109602,0.317475171504294,0.292718045051877,12-19,10431663
Italy,2021-11-21,2652,1983,3314446,3055519,0.000254226004041733,0.000190094331076454,0.317729397508336,0.292908139382954,12-19,10431663
Italy,2021-11-22,4659,3089,3319105,3058608,0.00044662102293757,0.000296117694752984,0.318176018531273,0.293204257077707,12-19,10431663
Italy,2021-11-23,4182,3648,3323287,3062256,0.000400894852527349,0.000349704548546095,0.318576913383801,0.293553961626253,12-19,10431663
Italy,2021-11-24,1587,2151,3324874,3064407,0.000152132982056648,0.00020619914581213,0.318729046365857,0.293760160772065,12-19,10431663
Italy,2020-12-27,704,0,704,0,0.000116627059300055,0,0.000116627059300055,0,20-29,6036335
Italy,2020-12-28,173,0,877,0,2.86597745154966e-05,0,0.000145286833815552,0,20-29,6036335
Italy,2020-12-29,88,0,965,0,1.45783824125069e-05,0,0.000159865216228059,0,20-29,6036335
Italy,2020-12-30,491,0,1456,0,8.13407473243284e-05,0,0.000241205963552387,0,20-29,6036335
Italy,2020-12-31,2446,0,3902,0,0.00040521276569309,0,0.000646418729245478,0,20-29,6036335
Italy,2021-01-01,947,0,4849,0,0.000156883274370955,0,0.000803302003616433,0,20-29,6036335
Italy,2021-01-02,3563,0,8412,0,0.000590258824270025,0,0.00139356082788646,0,20-29,6036335
Italy,2021-01-03,3555,0,11967,0,0.000588933516777979,0,0.00198249434466444,0,20-29,6036335
Italy,2021-01-04,6056,0,18023,0,0.00100325777147889,0,0.00298575211614332,0,20-29,6036335
Italy,2021-01-05,6870,0,24893,0,0.00113810780879457,0,0.0041238599249379,0,20-29,6036335
Italy,2021-01-06,6608,0,31501,0,0.00109470398843007,0,0.00521856391336796,0,20-29,6036335
Italy,2021-01-07,7718,0,39219,0,0.00127859040295146,0,0.00649715431631942,0,20-29,6036335
